strain	lineage_PANGOLIN	missing	coverage	gisaid	date	country	region	gender	age	lineage_GISAID	EPI
hCoV-19/Guatemala/INC-LNS-365/2022	BA.5.1.25	0	0.993010734708892	gisaid	2022-08-12	Guatemala	Chimaltenango	Male	25	BA.5.1.25	EPI_ISL_14917812
hCoV-19/Guatemala/INC-LNS-383/2022	BA.5.1.25	0	0.993010734708892	gisaid	2022-08-15	Guatemala	Jalapa	Male	23	BA.5.1.25	EPI_ISL_14917830
hCoV-19/Guatemala/INC-LNS-385/2022	BA.5.1.25	0	0.997358124602883	gisaid	2022-08-16	Guatemala	Chimaltenango	Male	66	BA.5.1.25	EPI_ISL_14917832
hCoV-19/Iceland/L-1383/2022	BA.5.1	0	0.990235093468883	gisaid	2022-08-31	Iceland		unknown	unknown	BA.5.1.25	EPI_ISL_14883701
hCoV-19/Iceland/L-437/2022	BA.5.1.25	71	0.99354579808046	gisaid	2022-07-12	Iceland		unknown	unknown	BA.5.1.25	EPI_ISL_14000351
hCoV-19/Ireland/D-NVRL-ecS22IRL00382258/2022	BA.5.1.25	598	0.974316958164733	gisaid	2022-06-28	Ireland	Dublin	Female	11-20	BA.5.1.25	EPI_ISL_14598142
hCoV-19/Ireland/D-NVRL-ecS22IRL00440514/2022	BA.5.1.25	603	0.97251111928569	gisaid	2022-09-05	Ireland	Dublin	Male	31-40	BA.5.1.25	EPI_ISL_15506570
hCoV-19/Ireland/D-NVRL-ecS22IRL00447017/2022	BA.5.1.25	359	0.981841286827409	gisaid	2022-09-22	Ireland	Dublin	Female	51-60	BA.5.1.25	EPI_ISL_15623395
hCoV-19/Ireland/D-NVRL-ecS22IRL00454322/2022	BA.5.1.25	677	0.971675082767615	gisaid	2022-10-11	Ireland	Dublin	Male	71-80	BA.5.1.25	EPI_ISL_15839069
hCoV-19/Ireland/D-NVRL-ecS22IRL00456529/2022	BA.5.1.25	677	0.971641641306892	gisaid	2022-10-17	Ireland	Dublin	Female	31-40	BA.5.1.25	EPI_ISL_15839028
hCoV-19/Ireland/D-NVRL-S22IRL00441385/2022	BA.5.1.25	28	0.993478915159014	gisaid	2022-09-07	Ireland	Dublin	Female	41-50	BA.5.1.25	EPI_ISL_15437047
hCoV-19/Ireland/D-NVRL-S22IRL00443016/2022	BA.5.1.25	63	0.990402300772498	gisaid	2022-09-13	Ireland	Dublin	Female	11-20	BA.5.1.25	EPI_ISL_15436978
hCoV-19/Ireland/D-NVRL-S22IRL00445080/2022	BA.5.1.25	1	0.992475671337324	gisaid	2022-09-17	Ireland	Dublin	Male	21-30	BA.5.1.25	EPI_ISL_15437000
hCoV-19/Ireland/KE-NVRL-ecS22IRL00440774/2022	BA.5.1.25	332	0.981573755141625	gisaid	2022-09-06	Ireland	Kildare	Male	21-30	BA.5.1.25	EPI_ISL_15506735
hCoV-19/Ireland/KE-NVRL-S22IRL00434021/2022	BA.5.1.25	422	0.978396816372939	gisaid	2022-08-17	Ireland	Kildare	Male	61-70	BA.5.1.25	EPI_ISL_14813677
hCoV-19/Ireland/KE-NVRL-S22IRL00435120/2022	BA.5.1.25	1	0.992475671337324	gisaid	2022-08-21	Ireland	Kildare	Female	31-40	BA.5.1.25	EPI_ISL_14793232
hCoV-19/Ireland/KE-NVRL-S22IRL00439454/2022	BA.5.1.25	586	0.972912416814366	gisaid	2022-09-02	Ireland	Kildare	Female	31-40	BA.5.1.25	EPI_ISL_15081058
hCoV-19/Ireland/KE-NVRL-S22IRL00441069/2022	BA.5.1.25	96	0.99120489582985	gisaid	2022-09-07	Ireland	Kildare	Female	21-30	BA.5.1.25	EPI_ISL_15352767
hCoV-19/Ireland/KK-NVRL-ecS22IRL00438360/2022	BA.5.1.25	1552	0.938467712269672	gisaid	2022-08-30	Ireland	Kilkenny	Female	51-60	BA.5.1.25	EPI_ISL_15506799
hCoV-19/Ireland/KK-NVRL-ecS22IRL00453374/2022	BA.5.1.25	372	0.981841286827409	gisaid	2022-10-08	Ireland	Kilkenny	Male	51-60	BA.5.1.25	EPI_ISL_15839433
hCoV-19/Ireland/LK-NVRL-ecS22IRL00444488/2022	BA.5.1.25	452	0.979165969969568	gisaid	2022-09-16	Ireland	Limerick	Female	41-50	BA.5.1.25	EPI_ISL_15506857
hCoV-19/Ireland/LK-UHL-657402/2022	BA.5.1.25	2	0.992442229876601	gisaid	2022-09-24	Ireland	Constituency of Limerick	Male	80-90	BA.5.1.25	EPI_ISL_15204816
hCoV-19/Ireland/LM-Enfer-100922003_A9/2022	BA.5.1.25	130	0.992810085944554	gisaid	2022-09-10	Ireland	Leitrim	Female	21	BA.5.1.25	EPI_ISL_15009839
hCoV-19/Ireland/OY-Enfer-030822008_F4/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-03	Ireland	Offaly	Female	47	BA.5.1.25	EPI_ISL_14547570
hCoV-19/Ireland/TA-NVRL-S22IRL00440925/2022	BA.5.1.25	962	0.960338427582517	gisaid	2022-09-07	Ireland	Tipperary	Female	51-60	BA.5.1.25	EPI_ISL_15437166
hCoV-19/Ireland/WH-Enfer-220922003_A6/2022	BA.5.1.25	79	0.993445473698291	gisaid	2022-09-22	Ireland	Westmeath	Female	37	BA.5.1.25	EPI_ISL_15256405
hCoV-19/Ireland/WW-NVRL-S22IRL00440751/2022	BA.5.1.25	28	0.993478915159014	gisaid	2022-09-06	Ireland	Wicklow	Male	21-30	BA.5.1.25	EPI_ISL_15437194
hCoV-19/Ireland/WX-NVRL-ecS22IRL00461641/2022	BA.5.1.25	517	0.977025716483296	gisaid	2022-10-31	Ireland	Wexford	Male	51-60	BA.5.1.25	EPI_ISL_15940701
hCoV-19/Israel/CVL-8008387/2022	BA.5.1.25	114	0.994916897970103	gisaid	2022-07-09	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13894598
hCoV-19/Israel/CVL-8012378/2022	BA.5.1.25	960	0.966792629502057	gisaid	2022-09-17	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_15615399
hCoV-19/Israel/CVL-9007599/2022	BA.5.1	2000	0.932983312711099	gisaid	2022-08-26	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_15615770
hCoV-19/Israel/CVL-9007709/2022	BA.5.1.25	127	0.99555228572384	gisaid	2022-08-25	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_15615874
hCoV-19/Israel/ICH-741175318/2022	BA.5.1.25	189	0.989465939872254	gisaid	2022-07-17	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14067830
hCoV-19/Israel/ICH-741175751/2022	BA.5.1.30	187	0.980169213791258	gisaid	2022-07-16	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14068241
hCoV-19/Israel/ICH-741177014/2022	BA.5.1.30	1046	0.960806608032639	gisaid	2022-07-19	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14071839
hCoV-19/Israel/ICH-741177861/2022	BA.5.1.25	421	0.972343911982075	gisaid	2022-07-19	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14074207
hCoV-19/Israel/ICH-741178449/2022	BA.5.1.30	572	0.96682607096278	gisaid	2022-07-21	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14249461
hCoV-19/Israel/ICH-741178531/2022	BA.5.1.25	1715	0.928669364277832	gisaid	2022-07-23	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14249493
hCoV-19/Israel/ICH-741178807/2022	BA.5.1	353	0.974417282546902	gisaid	2022-07-23	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14248912
hCoV-19/Israel/ICH-741179164/2022	BA.5.1.25	186	0.989566264254423	gisaid	2022-07-20	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14248427
hCoV-19/Israel/ICH-741181084/2022	BA.5.1.25	2177	0.916095375045982	gisaid	2022-07-29	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14246727
hCoV-19/Israel/ICH-741182296/2022	BA.5.1.25	869	0.956893957128047	gisaid	2022-07-31	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14457212
hCoV-19/Israel/ICH-741182671/2022	BA.5.1	436	0.981205899073672	gisaid	2022-08-01	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14457578
hCoV-19/Israel/ICH-741184167/2022	BA.5.1.25	187	0.980102330869812	gisaid	2022-08-12	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14568734
hCoV-19/Israel/ICH-741185547/2022	BA.5.1.25	153	0.990669832458282	gisaid	2022-08-24	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14959614
hCoV-19/Israel/ICH-741185674/2022	BA.5.1.25	331	0.984717252449587	gisaid	2022-08-23	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_14959612
hCoV-19/Israel/ICH-741186501/2022	BA.5.1.25	1071	0.949436511386817	gisaid	2022-09-06	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_15176218
hCoV-19/Israel/ICH-741186675/2022	BA.5.1.25	1199	0.946192689696686	gisaid	2022-09-06	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_15176233
hCoV-19/Israel/ICH-741186984/2022	BA.5.1.25	437	0.981172457612949	gisaid	2022-09-07	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_15176948
hCoV-19/Israel/ICH-741188488/2022	BA.5.1.25	235	0.980002006487643	gisaid	2022-10-01	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_15487847
hCoV-19/Israel/ICH-741234680/2022	BA.5.1.25	601	0.975688058054376	gisaid	2022-06-25	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13605661
hCoV-19/Israel/ICH-741234805/2022	BA.5.1.25	709	0.972076380296291	gisaid	2022-06-24	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13605477
hCoV-19/Israel/ICH-741236471/2022	BA.5.1.25	219	0.979065645587399	gisaid	2022-06-27	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13731366
hCoV-19/Israel/ICH-741236495/2022	BA.5.1.25	380	0.973715011871719	gisaid	2022-06-27	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13731512
hCoV-19/Israel/ICH-741236807/2022	BA.5.1.25	50	0.994114302912751	gisaid	2022-06-28	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13734759
hCoV-19/Israel/ICH-741240221/2022	BA.5.1.25	845	0.954553054877437	gisaid	2022-06-29	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13735537
hCoV-19/Israel/ICH-741242085/2022	BA.5.1.25	792	0.959903688593118	gisaid	2022-07-04	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13730417
hCoV-19/Israel/ICH-741242094/2022	BA.5.1.25	1433	0.928401832592048	gisaid	2022-07-04	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13730475
hCoV-19/Israel/ICH-741242106/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-04	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13730246
hCoV-19/Israel/ICH-741246825/2022	BA.5.1	1477	0.946393338461024	gisaid	2022-07-09	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13885211
hCoV-19/Israel/ICH-741248780/2022	BA.5.1.30	187	0.980169213791258	gisaid	2022-07-11	Israel		unknown	unknown	BA.5.1.25	EPI_ISL_13889310
hCoV-19/Israel/SMC-7076245/2022	BA.5.1.25	190	0.989432498411531	gisaid	2022-06-12	Israel		Male	66	BA.5.1.25	EPI_ISL_13355725
hCoV-19/Israel/SMC-7076247/2022	BA.5.1.25	188	0.989499381332977	gisaid	2022-06-12	Israel		Female	63	BA.5.1.25	EPI_ISL_13355726
hCoV-19/Israel/SMC-7094104/2022	BA.5.1.25	407	0.982175701434639	gisaid	2022-07-23	Israel		Male	38	BA.5.1.25	EPI_ISL_14167298
hCoV-19/Israel/SMC-7095073/2022	BA.5.1.25	185	0.989599705715146	gisaid	2022-07-24	Israel		Male	43	BA.5.1.25	EPI_ISL_14169670
hCoV-19/Israel/SMC-7095586/2022	BA.5.1	432	0.981339664916564	gisaid	2022-07-24	Israel		Male	66	BA.5.1.25	EPI_ISL_14169141
hCoV-19/Israel/SMC-7095785/2022	BA.5.1.25	1395	0.939872253620038	gisaid	2022-07-25	Israel		Female	62	BA.5.1.25	EPI_ISL_14325963
hCoV-19/Israel/SMC-7096465/2022	BA.5.1.25	1202	0.95558974015985	gisaid	2022-07-28	Israel		Male	43	BA.5.1.25	EPI_ISL_14325634
hCoV-19/Israel/SMC-7097414/2022	BA.5.1.25	211	0.988730227736348	gisaid	2022-07-31	Israel		Male	unknown	BA.5.1.25	EPI_ISL_14323306
hCoV-19/Israel/SMC-7098209/2022	BA.5.1	181	0.989733471558038	gisaid	2022-08-02	Israel		Female	78	BA.5.1.25	EPI_ISL_14322660
hCoV-19/Israel/SMC-7099110/2022	BA.5.1.25	185	0.989599705715146	gisaid	2022-07-27	Israel		Female	64	BA.5.1.25	EPI_ISL_14324746
hCoV-19/Israel/SMC-7099341/2022	BA.5.1.25	186	0.989566264254423	gisaid	2022-07-28	Israel		Male	44	BA.5.1.25	EPI_ISL_14325440
hCoV-19/Israel/SMC-7099389/2022	BA.5.1.25	182	0.989700030097315	gisaid	2022-07-28	Israel		Female	13	BA.5.1.25	EPI_ISL_14324948
hCoV-19/Israel/SMC-7100303/2022	BA.5.1	186	0.989566264254423	gisaid	2022-08-14	Israel		Male	77	BA.5.1.25	EPI_ISL_14686678
hCoV-19/Israel/SMC-7100846/2022	BA.5.1.25	211	0.988730227736348	gisaid	2022-08-17	Israel		Male	69	BA.5.1.25	EPI_ISL_14686842
hCoV-19/Israel/SMC-7103015/2022	BA.5.1.25	184	0.990837039761897	gisaid	2022-09-03	Israel		Female	40	BA.5.1.25	EPI_ISL_15173473
hCoV-19/Israel/SMC-7103124/2022	BA.5.1.25	184	0.990837039761897	gisaid	2022-09-03	Israel		Female	3	BA.5.1.25	EPI_ISL_15173441
hCoV-19/Israel/SMC-7103191/2022	BA.5.1.25	162	0.991673076279972	gisaid	2022-09-03	Israel		Male	64	BA.5.1.25	EPI_ISL_15173585
hCoV-19/Israel/SMC-7106972/2022	BA.5.1	185	0.990703273919005	gisaid	2022-10-24	Israel		Female	58	BA.5.1.25	EPI_ISL_15669890
hCoV-19/Italy/ABR-IZSGC-42447/2022	BA.5.1.25	8	0.999632143932047	gisaid	2022-07-28	Italy	Abruzzo	Male	67	BA.5.1.25	EPI_ISL_14328282
hCoV-19/Italy/ABR-IZSGC-45499/2022	BA.5.1.25	7	0.999699026853493	gisaid	2022-09-13	Italy	Abruzzo	Female	40	BA.5.1.25	EPI_ISL_15058559
hCoV-19/Italy/ABR-IZSGC-45500/2022	BA.5.1.25	11	0.999498378089155	gisaid	2022-09-13	Italy	Abruzzo	Male	6	BA.5.1.25	EPI_ISL_15058560
hCoV-19/Italy/APU-IZSPB-PT7273/2022	BA.5.1.25	0	0.995953583252516	gisaid	2022-08-25	Italy	Puglia	unknown	>90	BA.5.1.25	EPI_ISL_14980660
hCoV-19/Italy/APU-IZSPB-PT7280/2022	BA.5.1.25	76	0.995585727184563	gisaid	2022-08-29	Italy	Puglia	unknown	>90	BA.5.1.25	EPI_ISL_14980657
hCoV-19/Italy/BO_1480/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-22	Italy	Bologna	unknown	unknown	BA.5.1.25	EPI_ISL_14161087
hCoV-19/Italy/CAL-CZAOPCMV_361280rc_S1/2022	BA.5.1.25	116	0.993646122462629	gisaid	2022-09-06	Italy	Calabria	unknown	60-69	BA.5.1.25	EPI_ISL_14926580
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-32200/2022	BA.5.1.25	66	0.997792863592282	gisaid	2022-07-01	Italy	Campania	Male	92	BA.5.1.25	EPI_ISL_13788978
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-36897/2022	BA.5.1.25	63	0.997893187974451	gisaid	2022-07-21	Italy	Campania	Male	31	BA.5.1.25	EPI_ISL_14806711
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-36934/2022	BA.5.1.25	115	0.996154232016854	gisaid	2022-07-21	Italy	Campania	Male	42	BA.5.1.25	EPI_ISL_14806735
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-37476/2022	BA.5.1.25	170	0.994314951677089	gisaid	2022-07-15	Italy	Campania	Male	42	BA.5.1.25	EPI_ISL_14949103
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-37610/2022	BA.5.1.25	404	0.986489649867906	gisaid	2022-07-13	Italy	Campania	Female	12	BA.5.1.25	EPI_ISL_15029529
hCoV-19/Italy/EMR_AUSLRomagna_C051-22-25/2022	BA.5.1.25	82	0.988295488746949	gisaid	2022-05-21	Italy	Emilia-Romagna	unknown	unknown	BA.5.1.25	EPI_ISL_12918878
hCoV-19/Italy/EMR_AUSLRomagna_C053-22-17/2022	BA.5.1.25	82	0.988295488746949	gisaid	2022-05-24	Italy	Emilia-Romagna	unknown	unknown	BA.5.1.25	EPI_ISL_13113715
hCoV-19/Italy/EMR_AUSLRomagna_C073-22-30/2022	BA.5.1.25	82	0.988295488746949	gisaid	2022-07-26	Italy	Emilia-Romagna	unknown	unknown	BA.5.1.25	EPI_ISL_14181979
hCoV-19/Italy/EMR-BO_1649/2022	BA.5.1.25	387	0.973480921646658	gisaid	2022-08-12	Italy	Emilia-Romagna	unknown	unknown	BA.5.1.25	EPI_ISL_14541713
hCoV-19/Italy/EMR-BO_1665/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-10	Italy	Emilia-Romagna	unknown	unknown	BA.5.1.25	EPI_ISL_14542114
hCoV-19/Italy/EMR-BO_1674/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-10	Italy	Emilia-Romagna	unknown	unknown	BA.5.1.25	EPI_ISL_14542105
hCoV-19/Italy/EMR-BO_1980/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-16	Italy	Emilia-Romagna	unknown	unknown	BA.5.1.25	EPI_ISL_15102733
hCoV-19/Italy/EMR-BO-1509/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-25	Italy	Emilia-Romagna	unknown	unknown	BA.5.1.25	EPI_ISL_14158850
hCoV-19/Italy/EMR-BO-1547/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-25	Italy	Emilia-Romagna	unknown	unknown	BA.5.1.25	EPI_ISL_14158857
hCoV-19/Italy/EMR-IZSLER-2022-254024-015-01/2022	BA.5.1.25	182	0.993679563923352	gisaid	2022-08-02	Italy	Emilia-Romagna	unknown	20-29	BA.5.1.25	EPI_ISL_14585721
hCoV-19/Italy/FVG-GO-65341607/2022	BA.5.1.25	0	0.996555529545531	gisaid	2022-09-26	Italy	Friuli Venezia Giulia	Female	23	BA.5.1.25	EPI_ISL_15542560
hCoV-19/Italy/FVG-TS-38503877/2022	BA.5.1.25	599	0.972979299735812	gisaid	2022-07-05	Italy	Friuli Venezia Giulia	Male	57	BA.5.1.25	EPI_ISL_13805619
hCoV-19/Italy/FVG-TS-38571058/2022	BA.5.1.25	184	0.990402300772498	gisaid	2022-07-25	Italy	Friuli Venezia Giulia	Female	36	BA.5.1.25	EPI_ISL_14476786
hCoV-19/Italy/FVG-UD-65341671/2022	BA.5.1.25	0	0.995686051566732	gisaid	2022-10-04	Italy	Friuli Venezia Giulia	Male	81	BA.5.1.25	EPI_ISL_15333929
hCoV-19/Italy/LAZ-AMC-220708822-DS/2022	BA.5.1.25	257	0.991338661672742	gisaid	2022-07-08	Italy	Lazio	unknown	unknown	BA.5.1.25	EPI_ISL_14149460
hCoV-19/Italy/LAZ-AMC-220708823-DS/2022	BA.5.1.25	40	0.998495134267465	gisaid	2022-07-08	Italy	Lazio	unknown	unknown	BA.5.1.25	EPI_ISL_14149461
hCoV-19/Italy/LAZ-AMC-220713781-DS/2022	BA.5.1.25	36	0.998729224492526	gisaid	2022-07-13	Italy	Lazio	unknown	unknown	BA.5.1.25	EPI_ISL_14508909
hCoV-19/Italy/LAZ-AMC-220713783-DS/2022	BA.5.1.25	36	0.998729224492526	gisaid	2022-07-13	Italy	Lazio	unknown	unknown	BA.5.1.25	EPI_ISL_14508911
hCoV-19/Italy/LAZ-AMC-220719805-DS/2022	BA.5.1.25	226	0.992040932347925	gisaid	2022-07-19	Italy	Lazio	unknown	unknown	BA.5.1.25	EPI_ISL_14508939
hCoV-19/Italy/LAZ-AMC-220720767-DS/2022	BA.5.1.25	221	0.989432498411531	gisaid	2022-07-20	Italy	Lazio	unknown	unknown	BA.5.1.25	EPI_ISL_14508943
hCoV-19/Italy/LAZ-IFO-07060210/2022	BA.5.1.25	0	0.997090592917099	gisaid	2022-07-05	Italy	Lazio	Male	unknown	BA.5.1.25	EPI_ISL_13751952
hCoV-19/Italy/LAZ-IFO-07060237/2022	BA.5.1.25	0	0.998127278199512	gisaid	2022-07-05	Italy	Lazio	Female	unknown	BA.5.1.25	EPI_ISL_13751978
hCoV-19/Italy/LAZ-IFO-07063115/2022	BA.5.1.25	5	0.998160719660235	gisaid	2022-07-05	Italy	Lazio	Male	unknown	BA.5.1.25	EPI_ISL_13752045
hCoV-19/Italy/LAZ-IFO-2209073228/2022	BA.5.1.25	530	0.978329933451493	gisaid	2022-07-12	Italy	Lazio	Male	unknown	BA.5.1.25	EPI_ISL_14952819
hCoV-19/Italy/LOM_80076564PIA/2022	BA.5.1.25	192	0.991138012908404	gisaid	2022-08-16	Italy	Lombardy	unknown	unknown	BA.5.1.25	EPI_ISL_14576598
hCoV-19/Italy/LOM_80076979DAN/2022	BA.5.1.25	116	0.993679563923352	gisaid	2022-08-17	Italy	Lombardy	unknown	unknown	BA.5.1.25	EPI_ISL_14576592
hCoV-19/Italy/LOM_ASSTMonza_6000112881_20220622115100/2022	BA.5.1.25	0	0.988027957061164	gisaid	2022-06-22	Italy	Lombardy	unknown	unknown	BA.5.1.25	EPI_ISL_13740614
hCoV-19/Italy/LOM_PM_25825259/2022	BA.5.1.25	466	0.981975052670301	gisaid	2022-08-15	Italy	Lombardy	unknown	80-89	BA.5.1.25	EPI_ISL_14549725
hCoV-19/Italy/LOM_Unimi-6076-22/2022	BA.5.1.25	245	0.98776042537538	gisaid	2022-07-11	Italy	Lombardy	unknown	unknown	BA.5.1.25	EPI_ISL_14070501
hCoV-19/Italy/PUG_UNIBA_APU-BA718/2022	BA.5.1.25	214	0.985787379192723	gisaid	2022-07-05	Italy	Puglia	unknown	70-79	BA.5.1.25	EPI_ISL_13838911
hCoV-19/Italy/SIC-CQRC-3422051491-22/2022	BA.5.1.25	25	0.994682807745042	gisaid	2022-07-14	Italy	Sicily	unknown	unknown	BA.5.1.25	EPI_ISL_14193295
hCoV-19/Italy/UMB-LAOP-76-1-39/2022	BA.5.1.25	175	0.989934120322376	gisaid	2022-07-05	Italy	Umbria	Male	4	BA.5.1.25	EPI_ISL_13771798
hCoV-19/Italy/UMB-LAOP-77-1-22-2022/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-08	Italy	Umbria	Female	87	BA.5.1.25	EPI_ISL_13839489
hCoV-19/Italy/UMB-LAOP-77-1-43-2022/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-06	Italy	Umbria	Female	65	BA.5.1.25	EPI_ISL_13839510
hCoV-19/Italy/UMB-LAOP-78-1-05-2022/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-15	Italy	Umbria	Male	77	BA.5.1.25	EPI_ISL_13986124
hCoV-19/Italy/UMB-LAOP-79-1-14-22/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-25	Italy	Umbria	Male	81	BA.5.1.25	EPI_ISL_14104126
hCoV-19/Italy/UMB-LAOP-79-1-15-22/2022	BA.5.1.25	150	0.990770156840451	gisaid	2022-07-25	Italy	Umbria	Female	76	BA.5.1.25	EPI_ISL_14104127
hCoV-19/Italy/UMB-LAOP-79-1-35-22/2022	BA.5.1.25	174	0.989967561783099	gisaid	2022-07-18	Italy	Umbria	Male	78	BA.5.1.25	EPI_ISL_14104147
hCoV-19/Italy/UMB-LAOP-83-1-15-2022/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-29	Italy	Umbria	Male	47	BA.5.1.25	EPI_ISL_14786114
hCoV-19/Italy/UMB-LAOP-84-1-38/2022	BA.5.1.25	142	0.991037688526235	gisaid	2022-09-06	Italy	Umbria	Female	72	BA.5.1.25	EPI_ISL_14922340
hCoV-19/Italy/UMB-LAOP-85-1-37-22/2022	BA.5.1.25	46	0.995418519880948	gisaid	2022-09-09	Italy	Umbria	Female	76	BA.5.1.25	EPI_ISL_14991680
hCoV-19/Italy/UMB-LAOP-85-1-38-22/2022	BA.5.1.25	1	0.996856502692038	gisaid	2022-09-09	Italy	Umbria	Male	84	BA.5.1.25	EPI_ISL_14991681
hCoV-19/Italy/VEN-AOUIVR-7227427001_VR/2022	BA.5.1.25	121	0.991974049426479	gisaid	2022-07-13	Italy	Veneto	unknown	80-89	BA.5.1.25	EPI_ISL_14085302
hCoV-19/Italy/VEN-AOUIVR-7227427101_VR/2022	BA.5.1.25	124	0.99187372504431	gisaid	2022-07-13	Italy	Veneto	unknown	80-89	BA.5.1.25	EPI_ISL_14085303
hCoV-19/Italy/VEN-IZSVe-22RS8247-1_RO/2022	BA.5.1.25	221	0.988395813129118	gisaid	2022-07-19	Italy	Veneto	unknown	40-49	BA.5.1.25	EPI_ISL_14192977
hCoV-19/Italy/VEN-IZSVe-22RS8271-3_RO/2022	BA.5.1.25	191	0.989399056950808	gisaid	2022-08-03	Italy	Veneto	unknown	40-49	BA.5.1.25	EPI_ISL_14471035
hCoV-19/Italy/VEN-ULSS3GEN-22RS8256-5_RO/2022	BA.5.1.25	53	0.992107815269371	gisaid	2022-08-01	Italy	Veneto	unknown	30-39	BA.5.1.25	EPI_ISL_14429661
hCoV-19/Italy/VEN-ULSS3GEN-7002364472_VE/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-15	Italy	Veneto	unknown	80-89	BA.5.1.25	EPI_ISL_14595863
hCoV-19/Japan/IC-12806/2022	BA.5.1.25	0	0.995920141791793	gisaid	2022-07-18	Japan		unknown	unknown	BA.5.1.25	EPI_ISL_14211935
hCoV-19/Japan/IC-12807/2022	BA.5.1.25	0	0.995920141791793	gisaid	2022-07-18	Japan		unknown	unknown	BA.5.1.25	EPI_ISL_14211936
hCoV-19/Japan/IC-13730/2022	BA.5.1.25	0	0.995920141791793	gisaid	2022-08-18	Japan		unknown	unknown	BA.5.1.25	EPI_ISL_14721373
hCoV-19/Japan/JP-33-USAFSAM-S19762/2022	BA.5.1.25	0	0.994816573587934	gisaid	2022-08-24	Japan	Okinawa	Female	27	BA.5.1.25	EPI_ISL_15141146
hCoV-19/Japan/PG-278026/2022	BT.1	0	0.995920141791793	gisaid	2022-07-08	Japan	Kanagawa	unknown	unknown	BA.5.1.25	EPI_ISL_14142151
hCoV-19/Japan/PG-282530/2022	BA.5.1.25	252	0.987492893689596	gisaid	2022-07-05	Japan	Kanagawa	unknown	unknown	BA.5.1.25	EPI_ISL_14343903
hCoV-19/Japan/PG-332249/2022	BT.1	0	0.995920141791793	gisaid	2022-08-02	Japan	Saitama	unknown	unknown	BA.5.1.25	EPI_ISL_14644316
hCoV-19/Japan/PG-335159/2022	BA.5.1	0	0.995920141791793	gisaid	2022-08-02	Japan	Okayama	unknown	unknown	BA.5.1.25	EPI_ISL_14647398
hCoV-19/Japan/PG-336387/2022	BA.5.1	0	0.995920141791793	gisaid	2022-08-04	Japan	Hyogo	unknown	unknown	BA.5.1.25	EPI_ISL_14873739
hCoV-19/Japan/PG-362064/2022	BA.5.1.30	0	0.995920141791793	gisaid	2022-09-08	Japan	Hyogo	unknown	unknown	BA.5.1.25	EPI_ISL_15098802
